"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6278","AdicionarNovaCategoria()","","2025-11-26","passed","2025-11-26","","BookStore2.test.bookStoreAddCategoryTest","BookStore2.test.bookStoreAddCategoryTest","AdicionarNovaCategoria"
